Emmy,0.014333333
Katherine,0.014333333
Tomasz,0.014333333
Regina,0.014166667
Walid,0.014166667
Danny,0.014166667
Ilyas,0.014166667
Jamal,0.014166667
Omid,0.014166667
Edda,0.014
Mehmet,0.014
Abdallah,0.014
Eilif,0.014
Mika,0.013833333
Mikolaj,0.013833333
Nour,0.013833333
Rahma,0.013833333
Agathe,0.013666667
Katrina,0.013666667
Marwa,0.013666667
Farhad,0.013666667
Khalil,0.013666667
Catherine,0.0135
Rannveig,0.0135
Solvå,0.0135
Zeinab,0.0135
Carlos,0.0135
Britt,0.013333333
Emine,0.013333333
Helin,0.013333333
Ragne,0.013333333
Sylvia,0.013333333
Emmanuel,0.013333333
Mons,0.013333333
Alba,0.013166667
Nelly,0.013166667
Anne-Marie,0.013166667
Eivor,0.013
Nikola,0.013
Thora,0.013
Dawit,0.013
Stephan,0.013
Willy,0.013
Emely,0.012833333
Hennie,0.012833333
Melanie,0.012833333
Andres,0.012833333
Hussain,0.012833333
Mike,0.012833333
Niels,0.012833333
Skjalg,0.012833333
Sten,0.012833333
Storm,0.012833333
Isa,0.012666667
Kate,0.012666667
Samantha,0.012666667
Allan,0.012666667
Colin,0.012666667
Luka,0.012666667
Rino,0.012666667
Lennart,0.0125
Paulius,0.0125
Marija,0.0125
Abdulrahman,0.0125
Troy,0.0125
Kornelius,0.012333333
Alicia,0.012333333
Cristina,0.012333333
Hildegunn,0.012333333
Ingebrigt,0.012333333
Kristen,0.012333333
Dagny,0.012166667
Enya,0.012166667
Gine,0.012166667
Borgar,0.012166667
Hamid,0.012166667
Louis,0.012166667
Hamdi,0.012
Rabia,0.012
Sahar,0.012
Wiktor,0.012
Asha,0.012
Justyna,0.012
Ann-Kristin,0.011833333
Rina,0.011833333
Marcel,0.011833333
Ryan,0.011833333
Evy,0.011833333
Jorid,0.011666667
Esten,0.011666667
Paal,0.011666667
Elle,0.011666667
Kelly,0.011666667
Diego,0.011666667
Kurt,0.011666667
Martynas,0.011666667
Nathan,0.011666667
Emina,0.0115
Nada,0.0115
Viktorija,0.0115
Ammar,0.0115
Filippa,0.011333333
Fiona,0.011333333
Hiba,0.011333333
Izabela,0.011333333
Rania,0.011333333
Rosa,0.011333333
Wenche,0.011333333
Faisal,0.011333333
Thorstein,0.011333333
Christel,0.011166667
Lucia,0.011166667
Elling,0.011166667
Igor,0.011166667
Karol,0.011166667
Leonardo,0.011166667
Emilio,0.011
Pelle,0.011
Gintare,0.010833333
Sølv,0.010833333
Tia,0.010833333
Ole-Christian,0.010833333
Aase,0.010666667
Jenni,0.010666667
Sharon,0.010666667
Deividas,0.010666667
Wojciech,0.010666667
Annbjør,0.0105
Ayse,0.0105
Celia,0.0105
Yngvild,0.0105
Luca,0.0105
Haavard,0.010333333
Jaran,0.010333333
Lavrans,0.010333333
Roald,0.010333333
Hanan,0.010166667
Hermine,0.010166667
Saga,0.010166667
Thilde,0.010166667
Abraham,0.010166667
Imre,0.010166667
Krzysztof,0.010166667
Rudi,0.010166667
Hala,0.01
Irma,0.01
Olaug,0.01
Thelma,0.01
Florian,0.01
Marcin,0.01
Torger,0.01
Catrine,0.009833333
Toril,0.009833333
Hogne,0.009833333
Ieva,0.009833333
Jelena,0.009833333
Amanuel,0.009833333
Carsten,0.009833333
Eirill,0.009666667
Lilja,0.009666667
Abigail,0.009666667
Aylin,0.009666667
Sadia,0.009666667
Valeria,0.009666667
Edwin,0.009666667
Anne-Sofie,0.0095
Bushra,0.0095
Dana,0.0095
Grace,0.0095
Sabine,0.0095
Vida,0.0095
Eilert,0.0095
Imran,0.0095
Brit,0.009333333
Hilda,0.009333333
Arvin,0.009333333
Gisle,0.009333333
Aud,0.009166667
Eir,0.009166667
Zoe,0.009166667
Justin,0.009166667
Vivi,0.009
Nataniel,0.009
Antonia,0.009
Carla,0.009
Eilin,0.009
Othilie,0.009
Ole-Jørge,0.009
Bodil,0.008833333
Cindy,0.008833333
Torill,0.008833333
Vilma,0.008833333
Adil,0.008833333
Emir,0.008833333
Torkil,0.008833333
Agnieszka,0.008833333
Kjerstin,0.008833333
Tatjana,0.008833333
Conrad,0.008666667
Edgar,0.008666667
Karim,0.008666667
Ann-Helen,0.008666667
Unni,0.008666667
Eden,0.0085
Huda,0.0085
Amar,0.0085
Bent,0.0085
Silvia,0.0085
Gitte,0.008333333
Liza,0.008333333
Ranveig,0.008333333
Ruta,0.008333333
Hallgeir,0.008333333
Przemyslaw,0.008333333
Rami,0.008333333
Angelina,0.008166667
Farah,0.008166667
Fillip,0.008166667
Karolis,0.008166667
Malik,0.008166667
Milan,0.008166667
Åge,0.008166667
Deborah,0.008
Eilen,0.008
Elinor,0.008
Emilija,0.008
Leyla,0.008
Selam,0.008
Aleksandar,0.008
Amer,0.008
Marek,0.008
Adelina,0.007833333
Ingvil,0.007833333
Abbas,0.007833333
Cristian,0.007833333
Hjalmar,0.007833333
Jan-Erik,0.007833333
Miguel,0.007833333
Svend,0.007833333
Svenn,0.007833333
Aline,0.007666667
Lykke,0.007666667
Marian,0.007666667
Sidra,0.007666667
Ahmet,0.007666667
Torvald,0.007666667
Seyed,0.0075
Anny,0.007333333
Herborg,0.007166667
Lily,0.007166667
Otilie,0.007166667
Adel,0.007166667
Matheus,0.007166667
Salman,0.007166667
Stephen,0.007166667
Yahya,0.007166667
Eiril,0.007
Gyda,0.007
Lin,0.007
Jonny,0.007
Marc,0.007
Samson,0.007
Vladimir,0.007
Gunvor,0.007
Matilda,0.007
Esben,0.007
Jomar,0.007
Rafael,0.007
Gudrun,0.006833333
Charlie,0.006833333
Jason,0.006833333
Gjertrud,0.006666667
Medina,0.006666667
Shirin,0.006666667
Hadi,0.006666667
Halfdan,0.006666667
Pedro,0.006666667
Lilli,0.006666667
Leni,0.0065
Olea,0.0065
Abdulkadir,0.0065
Andrei,0.0065
Anwar,0.0065
Gorm,0.0065
Werner,0.0065
Liliana,0.006333333
Halima,0.006333333
Charles,0.006333333
Dominic,0.006166667
Eldar,0.006166667
Frid,0.006166667
Ari,0.006166667
Barbro,0.006
Michaela,0.006
Ronald,0.006
Maylen,0.005833333
Matas,0.005833333
Sigvart,0.005833333
Toni,0.005833333
Amalia,0.005666667
Bella,0.005666667
Elma,0.005666667
Lucy,0.005666667
Vilje,0.005666667
Bjørn-Eri,0.005666667
Haldor,0.005666667
Milos,0.005666667
Reza,0.005666667
Janicke,0.0055
Tilla,0.0055
Vigdis,0.0055
Bruno,0.0055
Francisco,0.0055
Harry,0.0055
Kian,0.005333333
Thanh,0.005333333
Viola,0.005166667
Roman,0.005166667
Ilona,0.005
Ngoc,0.005
Rahel,0.005
Saba,0.005
Claus,0.005
Ole-Petter,0.005
Jamila,0.004833333
Idris,0.004833333
Thuy,0.004833333
Wendy,0.004833333
Falk,0.004833333
Ingvar,0.004833333
Matteo,0.004833333
